product_name,product_Short description,product_Description,Product_Tax status,In_stock?,product_Stock,product_Weight (g),product_Length (cm),product_Width (cm),product_Height (cm),"product_Sale price,price,rate,value,Rupees,rs,₹",product_Regular price ,product_Category,product_variants,product_colors,product_Attribute 1 name,product_color,Attribute 1 visible,product_Attribute 1 global,product_Attribute 1 default,product_link,product_discount
Simple & Chic Backpack,"Carry your essentials with understated elegance in our Simple &amp; Chic Backpack. Featuring a gentle light grey body accented with soft pink details, this backpack offers a subtle yet stylish look. With ample storage space and comfortable straps, it's perfect for school, work, or adding a touch of delicate color to your everyday style.","1)Subtle Color Contrast: Features a sophisticated light grey with soft pink accents.
\n2)Versatile and Stylish: Offers a neutral base with a gentle pop of color.
\n3)Spacious Main Compartment: Provides plenty of room for books, notebooks, and other essentials.
\n4)Multiple Pockets for Organization: Includes front zippered pockets and side pockets for keeping belongings tidy.
\n5)Comfortable to Carry: Designed with padded shoulder straps and a cushioned back panel.
\n6)Durable Material: Made from sturdy materials to withstand daily use.
\n7)Clean and Modern Aesthetic: The understated colors create a contemporary look",taxable,1,100,850,16,32,46,1699,2599,School Bags,"Blue School Bags, Cream School Bags, School Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Black"":{""name"":""Black"",""color"":""#000000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Blue"":{""name"":""Blue"",""color"":""#0000FF"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Cream"":{""name"":""Cream"",""color"":""#FFFDD0"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Pink"":{""name"":""Pink"",""color"":""#c93eab"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,"Black, Blue, Cream, Pink",1,1,Cream,https://grabaggs.com/product/simple-chic-backpack/,35%
Stealth Backpack - Blue,,Blue,taxable,1,,,,,,1830,2730,,,,color,Blue,,1,,,
Stealth Backpack - Grey,,Grey,taxable,1,,,,,,1830,2730,,,,color,Grey,,1,,,
Stealth Backpack - Black,,Black,taxable,1,,,,,,1830,2730,,,,color,Black,,1,,,
Urban Trek Backpack - Black,,Black,taxable,1,,,,,,1770,2670,,,,color,Black,,1,,,
Urban Trek Backpack - Blue,,Blue,taxable,1,,,,,,1770,2670,,,,color,Blue,,1,,,
Urban Trek Backpack - Grey,,Grey,taxable,1,,,,,,1770,2670,,,,color,Grey,,1,,,
Space Recon Backpack - Blue,,Blue,taxable,1,,,,,,1830,2730,,,,color,Blue,,1,,,
Space Recon Backpack - Grey,,Grey,taxable,1,,,,,,1830,2730,,,,color,Grey,,1,,,
Simple & Chic Backpack - Cream,,Cream,taxable,1,,,,,,1699,2599,,,,color,Cream,,1,,,
Simple & Chic Backpack - Blue,,Blue,taxable,1,,,,,,1699,2599,,,,color,Blue,,1,,,
Simple & Chic Backpack - Pink,,Pink,taxable,1,,,,,,1699,2599,,,,color,Pink,,1,,,
Simple & Chic Backpack - Black,,Black,taxable,1,,,,,,1699,2599,,,,color,Black,,1,,,
Space & Dinosaur Adventure School Backpack,"Spark imagination and excitement with the PEILIJIA SB-678-11 kids' backpack collection, featuring two bold and vibrant designs: a fiery red dinosaur scene with erupting volcanoes and a cosmic astronaut theme with constellations and planets. Built for both fun and function, these backpacks include spacious main and vice compartments perfect for books, tablets, and laptops up to 15 inches. With additional zipper bags and side pockets for bottles or accessories, your child will be organized and ready for school or adventure. Padded shoulder straps and back panel ensure comfort for all-day use. Ideal for elementary school children with big dreams and bold energy.","1. Fun & Educational Design - Features colorful, kid-friendly themes like space (ASTRO) and dinosaurs, sparking curiosity and imagination.\n2. Multi-Compartment Storage - Includes main bag, vice bag, and zippered compartments for organizing books, notebooks, and gadgets. Accommodates iPad, A4 book, and 15-inch laptop with ease.\n3. Side Pockets - Dual mesh pockets on both sides?perfect for water bottles or umbrellas.\n4. Durable & Stylish - Made with sturdy materials and vibrant prints that resist wear and tear while standing out in the crowd.\n5. Comfortable for Kids - Padded back and shoulder straps for all-day comfort at school or outings.",taxable,1,100,850,14,30,40,1770,2670,School Bags,"Blue School Bags, Grey School Bags, School Bags, Sky Blue School Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Grey"":{""name"":""Grey"",""color"":""#808080"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Sky Blue"":{""name"":""Sky Blue"",""color"":""#87CEEB"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,"Grey, Sky Blue",1,1,Sky Blue,https://grabaggs.com/product/camodino-adventure-bag/,34%
Kids Jungle Adventure Backpack,"Make every school day a fun adventure with the PEILIJIA Kids' Jungle Adventure Backpack! This vibrant and durable backpack features a colorful front design with a cheerful dinosaur, giraffe, toucan, and tropical leaves, perfect for young explorers. It includes a spacious main compartment, a front zipper pocket for easy access to essentials, and comfortable padded straps for all-day wear. Bright yellow accent straps and a sturdy top handle add both style and functionality. Ideal for preschool and elementary school kids who love animals and nature!","1. Elegant & Whimsical Design Features soft pastel colors (lavender and pink) with marble swirl patterns, appealing especially to young girls with a love for dreamy aesthetics.\n2. Multi-Compartment Storage Designed with multiple compartments for books, notebooks, stationery, and essentials, perfect for school organization.\n3. Pockets with Bottle Holder Equipped with side mesh pockets and a matching detachable water bottle holder or umbrella sleeve for added convenience.\n4. Durable & Stylish Constructed from high quality, water-resistant fabric with strong stitching and reinforced zippers for daily use.\n5. Comfortable for Kids Includes padded back support and ergonomic shoulder straps for a comfortable carrying experience throughout the day.",taxable,1,100,850,14,28,40,1880,2670,School Bags,"Blue School Bags, Pink School Bags, Purple School Bags, School Bags, Sky Blue School Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Blue"":{""name"":""Blue"",""color"":""#0000FF"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Pink"":{""name"":""Pink"",""color"":""#c93eab"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Purple"":{""name"":""Purple"",""color"":""#800080"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Sky Blue"":{""name"":""Sky Blue"",""color"":""#87CEEB"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,"Blue, Pink, Purple, Sky Blue",1,1,Purple,https://grabaggs.com/product/kids-jungle-adventure-backpack/,30%
Pastel Marble Backpack,"Add a splash of color and charm to your child's school day with the PEILIJIA SB-678-26 backpack , available in two dreamy pastel shades: soft lavender and playful pink. These stylish backpacks feature a marble swirl pattern at the base, a spacious main compartment, easy-access front pockets with snap-button straps, and comfortable padded shoulder straps. Each bag includes a matching insulated bottle holder?perfect for staying hydrated on the go. Built from durable materials, these backpacks are as practical as they are pretty, making them ideal for school, travel, or casual outings."," 1. Elegant & Whimsical Design Features soft pastel colors (lavender and pink) with marble swirl patterns, appealing especially to young girls with a love for dreamy aesthetics.\n2. Multi-Compartment Storage Designed with multiple compartments for books, notebooks, stationery, and essentials, perfect for school organization.\n3. Pockets with Bottle Holder Equipped with side mesh pockets and a matching detachable water bottle holder or umbrella sleeve for added convenience.\n4. Durable & Stylish Constructed from high quality, water-resistant fabric with strong stitching and reinforced zippers for daily use.\n5. Comfortable for Kids Includes padded back support and ergonomic shoulder straps for a comfortable carrying experience throughout the day.",taxable,1,100,850,14,30,40,1860,3499,School Bags,"Pink School Bags, Purple School Bags, School Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Pink"":{""name"":""Pink"",""color"":""#c93eab"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Purple"":{""name"":""Purple"",""color"":""#800080"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,"Pink, Purple",1,1,Pink,https://grabaggs.com/product/pastel-marble-backpack/,46%
Camouflage School Backpack Tactical Style,"Gear up your child with the bold and rugged PEILIJIA SB-678-27 Camouflage Series backpack, designed for style and practicality. Available in cool camo colorways?brown, blue, and black?this backpack is perfect for adventurous students. It features a large main compartment that fits a 15-inch laptop, A4 books, and an iPad, along with multiple functional pockets: front snap-strap pouch, zipper interior pocket, side bottle holder, and easy-access front slot. The padded back and shoulder straps provide all-day comfort, while the included insulated bottle case keeps drinks cool. A great choice for school, sports, or outings.","1. Bold Camouflage Design Features modern camo prints in color variants like black-brown, blue, and gray, perfect for boys who love a rugged, adventurous look.\n2. Multi-Compartment Storage ? Includes a spacious main bag, front zipper compartment, and inside organizer pockets, ideal for books, gadgets, and school supplies. Easily fits a 15-inch laptop, iPad, and A4 book.\n3. Side Pockets with Bottle Holder ? Equipped with mesh pockets on the sides and a matching camo printed water bottle holder for daily hydration or umbrella storage.\n4. Durable & Functional ? Made with wear-resistant fabric and strong zippers designed to endure active use and rough handling.\n5. Comfortable to Carry ? Features padded, adjustable shoulder straps and breathable back padding for ergonomic support throughout the school day.",taxable,1,100,850,18,29,42,1860,3499,School Bags,"Black School Bags, Blue School Bags, Brown School Bags, School Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Black"":{""name"":""Black"",""color"":""#000000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Blue"":{""name"":""Blue"",""color"":""#0000FF"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Brown"":{""name"":""Brown"",""color"":""#964B00"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,"Black, Blue, Brown",1,1,Brown,https://grabaggs.com/product/camouflage-school-backpack-tactical-style/,
Fantasy Unicorn & Rainbow School  Backpack With Multi-Pockets,"Let your little one shine with the PEILIJIA SB-678-28 backpack, featuring dreamy unicorn, rainbow, and butterfly-themed prints in soft pastel shades. Designed for school and daily use, this charming backpack has a roomy main compartment that fits a 15-inch laptop, A4 books, and an iPad. Additional zipper and vice compartments, as well as mesh side pockets, keep essentials organized and within reach. With padded shoulder straps, top handle, and durable construction, it?s a practical yet adorable accessory for young students. Choose from multiple fantasy-themed designs to suit every girl?s style.","1. Whimsical Unicorn & Rainbow Design ? Enchanting prints featuring unicorns, stars, rainbows, and butterflies make it perfect for young girls who love fantasy themes.\n2. Multi-Compartment Organization ? Comes with a spacious main bag, vice compartment, and dual front zipper pockets, providing structured storage for books, stationery, and more. Easily accommodates a 15-inch laptop, A4 book, and iPad.\n3. Side Mesh Pockets ? Dual mesh pockets on both sides are ideal for carrying water bottles or umbrellas securely.\n4. Durable & Lightweight Build ? Crafted with high-quality, tear-resistant materials that combine durability with a lightweight feel for everyday use.\n5. Kid-Friendly Comfort ? Ergonomically designed with padded shoulder straps and breathable back support for all-day comfort.",taxable,1,100,850,14,30,41,1800,3399,School Bags,"Light Purple School Bags, Pink School Bags, Purple School Bags, School Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Light Purple"":{""name"":""Light Purple"",""color"":""#CBC3E3"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Pink"":{""name"":""Pink"",""color"":""#c93eab"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Purple"":{""name"":""Purple"",""color"":""#800080"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,"Light Purple, Pink, Purple",1,1,Purple,https://grabaggs.com/product/fantasy-unicorn-rainbow-school-backpack-with-multi-pockets/,
Checkerboard Bear Themed School Backpack With Large Capacity Multi-Compartment,"The PEILIJIA SB-678-29 is a stylish and spacious backpack tailored for school-aged kids and teens. Featuring a playful bear mascot and trendy checkerboard accents on the sides, this backpack combines fun design with everyday practicality. It includes a large main compartment suitable for a 15-inch laptop, iPad, and A4-sized books. Additional front zipper pocket, interior flip pouch, and side pockets ensure excellent organization of stationery, bottles, and other daily essentials. With padded adjustable straps and a durable build, it?s designed for comfort and long-lasting use. Available in multiple modern colorways including black, pink, beige, and teal.","1. Trendy Urban Design ? Features playful bear graphics and checkerboard accents, appealing to both boys and girls with a modern aesthetic.\n2. Spacious Multi-Storage Layout ? Includes a large main bag, front zipper compartment, flip pouch, and inner organization sleeves perfect for keeping school essentials tidy. Fits a 15-inch laptop, iPad, and A4 book.\n3. Front Side Organizer Pocket ? Smartly designed with inner mesh and slots for pencils, cards, and small accessories.\n4. Dual Side Pockets ? Mesh and strap secured side pockets for holding bottles, umbrellas, or other quick-access items.\n5. Comfort-Centric Build ? Padded adjustable shoulder straps and back panel ensure ergonomic comfort during long school days.",taxable,1,100,850,16,32,42,1750,3299,School Bags,"Black School Bags, Blue School Bags, Brown School Bags, Pink School Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Black"":{""name"":""Black"",""color"":""#000000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Blue"":{""name"":""Blue"",""color"":""#0000FF"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Brown"":{""name"":""Brown"",""color"":""#964B00"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Pink"":{""name"":""Pink"",""color"":""#c93eab"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,"Black, Blue, Brown, Pink",1,1,Blue,https://grabaggs.com/product/checkerboard-bear-themed-school-backpack-with-large-capacity-multi-compartment/,
Fashion Bunny Dual Tone Durable Backpack,"The PEILIJIA SB-678-30 is a fun and fashionable school backpack, perfect for kids and teens who want both style and functionality. Featuring a cheerful cartoon bunny graphic labeled ""FASHION"" on the front pouch, this dual-tone backpack is available in vibrant pastel shades such as sky blue/navy and blush pink. It boasts multiple compartments, including a spacious main compartment for books and tech gadgets, a large front flap pocket for easy access, and side pockets for water bottles. Its ergonomic padded straps and back panel ensure comfortable daily wear. Built from durable fabric with smooth zippers, it?s ideal for school, travel, or casual use","1. Modern Street Style Aesthetic ? Available in pastel pink and light blue/navy with trendy ""FASHION"" bunny patch and checkerboard detail for a playful, stylish appeal.\n2. Spacious Storage Capacity ? Designed with a roomy main compartment and a large front flap pocket for storing schoolbooks, gadgets, or accessories.\n3. Functional Organization ? Equipped with side pockets and zipper compartments to easily manage smaller items like stationery and water bottles.\n4. Reinforced Front Pocket ? Features a bold flap design with snap closure for added storage security and visual contrast.\n5. Comfort-Focused Design ? Includes padded shoulder straps and back support for comfortable all day wear.",taxable,1,100,850,15,30,42,1750,3499,School Bags,"Pink School Bags, Sky Blue School Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Pink"":{""name"":""Pink"",""color"":""#c93eab"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Sky Blue"":{""name"":""Sky Blue"",""color"":""#87CEEB"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,"Pink, Sky Blue",1,1,Sky Blue,https://grabaggs.com/product/fashion-bunny-dual-tone-durable-backpack/,50%
Scotia Stylish Plaid Accent Backpack,"The PEILIJIA SB-678-33 (PLJ) backpack blends bold style with everyday practicality, designed especially for kids and teens. With a unique plaid fabric accent on the sides and straps, this backpack stands out in four vibrant colors?emerald green, charcoal gray, classic black, and deep red. The front flap is decorated with fun fabric badges, giving a playful yet trendy appeal. Built for durability and comfort, the Scotia Bag features multiple compartments for school supplies, gadgets, and snacks, along with padded shoulder straps for ease of carrying. Ideal for school, outings, or casual use.","1. Plaid Patchwork Design ? Eye-catching Scottish plaid elements mixed with solid color panels offer a stylish, academic aesthetic.\n2. Decorative Badges ? Features fun themed badges on the front pocket for a youthful and trendy look.\n3. Functional Compartments ? Includes a spacious main compartment and front buckle pocket for efficient organization of school supplies and daily essentials.\n4. Side Pockets ? Equipped with adjustable side pockets for carrying water bottles or umbrellas securely.\n5. Secure Buckle Straps ? Front pocket is fastened with durable double buckle straps for added security and rugged appearance.",taxable,1,100,850,16,30,43,1800,3499,School Bags,"Black School Bags, Green School Bags, Pink School Bags, Red School Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Black"":{""name"":""Black"",""color"":""#000000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#008000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Pink"":{""name"":""Pink"",""color"":""#c93eab"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#FF0000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,"Black, Green, Pink, Red",1,1,Red,,47%
Space & Dinosaur Adventure School Backpack - Sky Blue,,Blue with Sky Blue,taxable,1,,,,,,1880,3499,,,,color,Sky Blue,,1,,,
Space & Dinosaur Adventure School Backpack - Grey,,Blue with Grey,taxable,1,,,,,,1880,3499,,,,color,Grey,,1,,,
Kids Jungle Adventure Backpack - Purple,,Purple With Pink,taxable,1,,,,,,1880,3499,,,,color,Purple,,1,,,
Kids Jungle Adventure Backpack - Blue,,Blue With Sky Blue,taxable,1,,,,,,1800,3499,,,,color,Blue,,1,,,
Kids Jungle Adventure Backpack - Pink,,Blue With Pink,taxable,1,,,,,,1800,3499,,,,color,Pink,,1,,,
Kids Jungle Adventure Backpack - Sky Blue,,Sky Blue With Grey,taxable,1,,,,,,1800,3499,,,,color,Sky Blue,,1,,,
Pastel Marble Backpack - Pink,,Pink,taxable,1,,,,,,1860,3499,,,,color,Pink,,1,,,
Pastel Marble Backpack - Purple,,Purple,taxable,1,,,,,,1860,3499,,,,color,Purple,,1,,,
Camouflage School Backpack Tactical Style - Brown,,Brown,taxable,1,,,,,,1860,3499,,,,color,Brown,,1,,,
Camouflage School Backpack Tactical Style - Black,,Black ,taxable,1,,,,,,1860,3499,,,,color,Black,,1,,,
Camouflage School Backpack Tactical Style - Blue,,Blue,taxable,1,,,,,,1860,3499,,,,color,Blue,,1,,,
Fantasy Unicorn & Rainbow School  Backpack With Multi-Pockets - Purple,,Purple,taxable,1,,,,,,1800,3399,,,,color,Purple,,1,,,
Fantasy Unicorn & Rainbow School  Backpack With Multi-Pockets - Light Purple,,Light Purple,taxable,1,,,,,,1800,3399,,,,color,Light Purple,,1,,,
Fantasy Unicorn & Rainbow School  Backpack With Multi-Pockets - Pink,,Pink,taxable,1,,,,,,1800,3399,,,,color,Pink,,1,,,
Checkerboard Bear Themed School Backpack With Large Capacity Multi-Compartment - Blue,,Blue,taxable,1,,,,,,1750,3299,,,,color,Blue,,1,,,
Checkerboard Bear Themed School Backpack With Large Capacity Multi-Compartment - Brown,,Brown,taxable,1,,,,,,1750,3299,,,,color,Brown,,1,,,
Checkerboard Bear Themed School Backpack With Large Capacity Multi-Compartment - Black,,Black,taxable,1,,,,,,1750,3299,,,,color,Black,,1,,,
Checkerboard Bear Themed School Backpack With Large Capacity Multi-Compartment - Pink,,Pink,taxable,1,,,,,,1750,3299,,,,color,Pink,,1,,,
Fashion Bunny Dual Tone Durable Backpack - Sky Blue,,Sky Blue,taxable,1,,,,,,1750,3499,,,,color,Sky Blue,,1,,,
Fashion Bunny Dual Tone Durable Backpack - Pink,,Pink,taxable,1,,,,,,1750,3499,,,,color,Pink,,1,,,
Scotia Stylish Plaid Accent Backpack - Red,,Red,taxable,1,,,,,,1800,3499,,,,color,Red,,1,,,
Scotia Stylish Plaid Accent Backpack - Green,,Green,taxable,1,,,,,,1800,3499,,,,color,Green,,1,,,
Scotia Stylish Plaid Accent Backpack - Black,,Black,taxable,1,,,,,,1800,3499,,,,color,Black,,1,,,
Scotia Stylish Plaid Accent Backpack - Pink,,Black With Pink,taxable,1,,,,,,1800,3499,,,,color,Pink,,1,,,
Sporty Style School Backpack,"The PeiLiJia SB-678-25 (PLJ) is a sporty, stylish backpack designed for active school kids. Featuring a dynamic football-themed print, this backpack offers both function and flair. It includes spacious compartments for school supplies, side pockets for bottles, and a matching detachable pouch for small items. With padded shoulder straps and a breathable back panel, it ensures comfort during daily wear.","1. Sporty Football Print ? Eye-catching design perfect for young sports enthusiasts.\n2. Detachable Pouch ? Comes with a matching bottle holder or accessory pouch.\n3. Dual Front Buckle Pocket ? Adds storage and style with flap and snap-button closure.\n4. Spacious Interior ? Multiple compartments for books, stationery, and lunchboxes.\n5. Mesh Side Pockets ? Ideal for holding water bottles or umbrellas securely.\n6. Padded Shoulder Straps ? Ergonomic and adjustable for all-day comfort.\n7. Breathable Back Panel ? Enhances airflow to reduce back sweat.\n8. Durable Build ? Made from high-quality materials designed to withstand daily use.",taxable,1,100,850,14,30,41,1899,3599,School Bags,"Black School Bags, School Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Black"":{""name"":""Black"",""color"":""#000000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Black,1,1,Black,https://grabaggs.com/product/sporty-style-school-backpack/,47%
Outdoor Multi-Compartment Backpack,"The PeiLiJia SB-678-34 (PLJ) is a rugged and versatile backpack built for daily commuting, school, or light outdoor use. Crafted with durable fabric and reinforced stitching, it combines functionality with a sleek, tactical-inspired design. Featuring multiple compartments, including a quick-access front diagonal zip pocket, it's ideal for organizing gear, tech, and personal items on the go.","1. Multi-Zip Storage Design ? Offers organized storage across several compartments.
\n2. Diagonal Front Pocket ? Stylish and easy-to-access compartment for essentials.
\n3. Reinforced Top Handle ? Durable and padded for comfortable carrying.
\n4. Side Mesh Pockets ? Ideal for water bottles or quick-grab items.
\n5. Padded Shoulder Straps ? Ergonomic, adjustable straps for all-day comfort.
\n6. Durable Material ? Tough fabric resists wear and supports daily use.
\n7. Secure D-Ring Hook &amp; Cord ? For attaching small accessories or ID tags.
\n8. Modern Utility Style ? A practical, clean look suitable for students and commuters alike.",taxable,1,100,850,18,32,48,1799,3399,School Bags,"Green School Bags, School Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Green"":{""name"":""Green"",""color"":""#008000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Green,1,1,Green,https://grabaggs.com/product/outdoor-multi-compartment-backpack/,47%
Urban Sport Backpack,"The PeiLiJia SB-678-35 (PLJ) blends sporty functionality with everyday convenience. Designed with durable fabric and enhanced with a dual-tone finish, this backpack is perfect for students, commuters, or casual travelers. It features multiple compartments for efficient organization, reinforced stitching, and ergonomic comfort elements to support all-day use.","1. Dual-Color Sport Design ? Stylish green and charcoal tones with a sporty ""PeiLiJia Style"" graphic.\n2. Multi-Pocket Layout ? Includes top utility pocket, large main compartment, and quick-access front zippered section.\n3. Mesh Side Pockets ? Ideal for water bottles, umbrellas, or snacks.\n4. Heavy-Duty Zippers ? Smooth and strong with color-coded pulls for easy identification.\n5. Reinforced Carry Handle ? Padded and sturdy for a secure grip.\n6. Adjustable Straps with Buckle Support ? Ensures even weight distribution and added comfort.\n7. Lightweight & Durable ? Made from tough nylon material for long-lasting performance.",taxable,1,100,850,17,31,47,1799,3399,School Bags,"Olive Green School Bags, School Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Olive Green"":{""name"":""Olive Green"",""color"":""#2eb089"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Olive Green,1,1,Olive Green,https://grabaggs.com/product/urban-sport-backpack/,47%
Dino Adventure Backpack,"Fun, colorful, and built for young adventurers, the PeiLiJia SB-678-36 (PLJ) Kids Backpack features a bold dinosaur theme perfect for school or day trips. Designed with multiple compartments, a matching pencil case, and bright prints, it?s a playful yet practical choice for children. Crafted from lightweight and durable fabric, this backpack provides ergonomic comfort and storage ease for active kids.","1. Vibrant Dino Design ? Cool blue tones with orange accents, dinosaur graphics, and playful star prints.\n2. Included Pencil Case ? Matching detachable pouch for storing stationery.\n3. Spacious Interior ? Multiple zippered compartments for books, snacks, and school supplies.\n4. Side Mesh Pockets ? Great for water bottles or small essentials.\n5. Comfort-Focused Straps ? Adjustable and padded for daily use.\n6. Reflective Safety Strip ? Enhances visibility in low-light conditions.\n7. Durable & Lightweight ? Built from water-resistant material ideal for kids.",taxable,1,100,850,16,30,40,1699,3199,School Bags,"Blue School Bags, School Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Blue"":{""name"":""Blue"",""color"":""#0000FF"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Blue,1,1,Blue,https://grabaggs.com/product/dino-adventure-backpack/,47%
Life is Magical Unicorn Backpack,"Enchant your little one?s school day with the PeiLiJia SB-678-37 (PLJ) Kids Backpack, a magical blend of pastel pink tones, cute unicorn prints, and inspiring messages. Designed with thoughtful compartments and a matching pencil case, this backpack delivers both style and function. Crafted from soft yet durable material, it's perfect for school, travel, and everyday adventures.","1. Adorable Unicorn Theme ? Featuring rainbows, stars, and ""Life is Magical"" graphics.\n2. Matching Pencil Case Included ? Detachable and coordinated for convenience.\n3. Spacious & Organized ? Multiple compartments for books, supplies, and snacks.\n4. Side Mesh Pockets ? Perfect for water bottles or quick-access items.\n5. Padded Shoulder Straps ? Adjustable and comfortable for growing kids.\n6. Reflective Safety Strip ? Enhances visibility for safer walks to school.\n7. Durable & Lightweight Fabric ? Built to last with water-resistant properties.",taxable,1,100,850,16,30,40,1699,3199,School Bags,"Pink School Bags, School Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Pink"":{""name"":""Pink"",""color"":""#c93eab"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Pink,1,1,Pink,https://grabaggs.com/product/life-is-magical-unicorn-backpack/,47%
Unicorn Magic Lilac School Backpack,"Let your child's imagination shine with the PeiLiJia SB-678-38 (PLJ) ?Unicorn Magic? Backpack. Dressed in soft lilac and accented with pastel blues and pinks, this backpack is as charming as it is practical. Adorned with unicorn-themed patches and thoughtful design touches, it?s a perfect companion for school, trips, or magical adventures. Built for comfort and organization, this bag offers multiple compartments and a stylish look kids will love.","1. Whimsical Design ? Features embroidered unicorn badges and pastel color palette.\n2. Durable Construction ? Made with water-resistant fabric for everyday durability.\n3. Spacious Compartments ? Multiple sections for books, folders, and essentials.\n4. Comfortable Fit ? Ergonomic padded shoulder straps for long-lasting wear.\n5. Side Utility Pockets ? For bottles, snacks, or quick-access items.\n6. Reinforced Handle & Stitching ? Ensures strength and ease of carrying.\n7. Signature PeiLiJia Branding ? With stylish unicorn accents.",taxable,1,100,850,16,30,41,1999,3799,School Bags,"Purple School Bags, School Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Purple"":{""name"":""Purple"",""color"":""#800080"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Purple,1,1,Purple,https://grabaggs.com/product/unicorn-magic-lilac-school-backpack/,47%
